Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
1.0,1,3,14.0,4,3.0,4,3,4.0,3,0.0,14.0,1.0,2.0,1.0,151.79,1.0
8.0,1,1,12.0,1,3.0,5,2,1.0,3,0.0,15.0,1.0,5.0,14.0,164.86,0.0
17.0,1,1,13.0,1,2.0,3,4,1.0,1,1.0,14.0,1.712427097353073,1.0,10.0,290.49,0.0
20.0,1,1,11.0,2,3.0,4,0,1.0,3,0.0,12.0,2.0,2.0,9.0,203.98,0.0
28.0,1,1,17.0,1,4.0,4,2,5.0,8,1.0,20.0,1.0,2.0,5.0,169.4,0.0
7.0,0,3,23.0,2,3.0,4,2,1.0,3,1.0,26.0,1.0,2.0,3.0,178.68,0.0
30.0,0,1,16.0,1,4.0,4,3,3.0,4,0.0,20.0,1.0,2.0,4.0,154.42,0.0
17.0,1,1,14.0,2,3.0,4,0,5.0,10,0.0,17.0,2.0,2.0,4.51735087321388,224.85,0.0
11.0,1,1,15.68136813681368,2,2.0,3,5,5.0,4,0.0,17.0,0.0,1.0,0.0,126.19,0.0
12.0,0,1,28.0,1,2.0,3,0,5.0,2,1.0,13.0,1.0,2.0,8.0,208.8,0.0
10.239954853273138,1,1,13.0,2,3.0,6,2,1.0,3,0.0,14.0,1.0,12.0,9.0,191.46,0.0
17.0,0,1,7.0,2,3.0,4,2,1.0,6,0.0,14.0,2.0,3.0,3.0,180.62,0.0
4.0,0,3,29.0,3,4.0,4,0,5.0,2,0.0,12.0,4.0,8.0,9.0,209.12,0.0
1.0,1,3,16.0,2,3.0,5,2,5.0,9,0.0,24.0,1.0,2.0,4.0,159.07,1.0
6.0,1,1,15.0,1,4.0,2,2,3.0,7,0.0,13.0,2.0,2.0,4.0,176.75,0.0
30.0,0,3,8.0,1,2.0,3,1,4.0,5,0.0,22.0,10.0,14.0,14.0,0.0,0.0
6.0,1,3,15.0,0,4.0,5,2,3.066308662152697,3,1.0,12.0,7.0,12.0,10.0,177.28,0.0
10.239954853273138,1,2,26.0,1,3.0,3,5,4.0,1,1.0,11.0,0.0,1.0,4.0,121.48,1.0
15.0,0,1,14.0,2,3.0,6,4,3.0,3,0.0,23.0,2.0,6.0,11.0,324.73,0.0
30.0,1,1,11.0,0,4.0,4,4,5.0,6,0.0,14.0,1.0,5.0,3.0,324.43,0.0
10.0,0,1,17.0,3,2.0,3,0,1.0,2,1.0,14.0,1.0,1.0,4.51735087321388,221.85,0.0
27.0,0,1,8.0,1,3.0,5,1,3.0,6,1.0,21.0,2.0,2.960674157303371,3.0,254.65,0.0
1.0,1,3,8.0,4,2.0,3,2,4.0,2,1.0,20.0,7.0,7.0,5.0,147.79,0.0
22.0,1,1,10.0,1,2.0,4,4,3.0,3,0.0,13.0,1.712427097353073,1.0,0.0,287.11,0.0
0.0,0,1,15.0,2,3.0,3,2,5.0,5,0.0,17.0,0.0,1.0,7.0,153.46,1.0
11.0,1,1,6.0,2,2.0,3,0,3.066308662152697,5,1.0,14.0,0.0,1.0,0.0,178.61,0.0
3.0,1,3,18.0,0,2.0,3,2,3.0,1,0.0,11.0,3.0,4.0,4.0,165.77,0.0
12.0,1,1,19.0,1,3.0,4,1,4.0,7,1.0,13.0,1.712427097353073,1.0,2.0,271.23,0.0
1.0,0,3,7.0,2,2.0,4,2,3.066308662152697,2,1.0,12.0,1.0,1.0,7.0,168.34,0.0
9.0,0,3,14.0,0,2.0,3,2,2.0,5,0.0,13.0,1.0,1.0,7.0,150.79,0.0
6.0,1,1,7.0,2,3.0,3,2,2.0,2,0.0,14.0,2.0,2.0,9.0,201.25,0.0
10.239954853273138,1,1,16.0,0,2.0,1,5,3.0,3,0.0,16.0,2.0,2.0,2.0,120.73,0.0
18.0,1,1,35.0,2,3.0,4,1,5.0,5,0.0,14.0,1.712427097353073,15.0,18.0,288.28,0.0
5.0,1,3,15.0,2,3.0,4,0,1.0,3,0.0,19.0,3.0,2.960674157303371,10.0,232.93,0.0
0.0,1,3,6.0,1,2.9317314170222324,4,5,3.0,7,1.0,19.0,0.0,1.0,2.0,128.0,1.0
3.0,1,1,13.0,1,3.0,4,3,2.0,3,0.0,14.0,1.0,2.0,9.0,156.31,0.0
1.0,1,3,15.0,4,2.0,5,2,3.0,9,0.0,13.0,0.0,1.0,3.0,153.46,1.0
24.0,1,1,9.0,1,4.0,4,4,3.0,4,1.0,15.737864077669904,5.0,8.0,8.0,317.37,0.0
14.0,1,1,16.0,3,2.0,3,3,1.0,2,0.0,20.0,0.0,1.0,2.0,139.17,0.0
5.0,1,3,14.0,4,4.0,4,2,1.0,6,0.0,13.0,1.0,2.0,8.0,200.47,0.0
11.0,1,1,7.0,1,3.0,5,3,5.0,4,0.0,15.0,2.0,2.0,3.0,164.2,0.0
9.0,1,1,14.0,2,4.0,5,3,1.0,3,0.0,19.0,2.0,2.0,2.0,151.9,0.0
0.0,1,1,9.0,1,4.0,2,3,5.0,9,0.0,14.0,2.0,2.0,2.0,159.24,0.0
1.0,0,1,10.0,1,4.0,5,3,3.0,3,1.0,16.0,1.0,2.0,2.0,150.66,0.0
9.0,1,1,14.0,3,3.0,4,0,3.0,5,0.0,22.0,1.0,2.0,4.51735087321388,227.21,0.0
1.0,0,1,9.0,1,3.0,4,3,1.0,4,0.0,14.0,1.0,2.0,3.0,150.8,0.0
9.0,1,1,23.0,2,4.0,4,0,3.0,6,1.0,13.0,1.0,2.0,1.0,201.32,0.0
18.0,1,1,15.0,2,4.0,2,3,1.0,4,1.0,25.0,2.0,2.0,3.0,153.18,0.0
28.0,1,1,14.0,1,4.0,4,2,1.0,6,0.0,16.0,2.0,2.0,8.0,193.54,0.0
13.0,0,1,29.0,1,3.0,4,0,5.0,3,1.0,14.0,2.0,2.960674157303371,9.0,233.8,0.0
14.0,1,1,15.68136813681368,2,2.0,3,5,3.0,5,0.0,12.0,1.0,1.0,8.0,124.51,0.0
22.0,1,3,14.0,0,2.0,4,1,4.0,7,0.0,17.0,1.0,2.0,4.51735087321388,231.2,0.0
28.0,0,1,8.0,1,2.0,4,1,5.0,8,0.0,15.0,1.712427097353073,6.0,2.0,267.56,0.0
1.0,0,1,22.0,1,4.0,4,3,3.0,3,0.0,13.0,3.0,3.0,3.0,151.1,1.0
22.0,0,1,16.0,2,2.0,3,4,5.0,10,1.0,11.0,1.712427097353073,1.0,2.0,286.65,0.0
5.0,1,1,15.0,2,4.0,4,2,1.0,3,0.0,24.0,2.0,2.0,9.0,169.24,0.0
13.0,0,3,34.0,3,2.0,5,0,5.0,4,0.0,15.0,1.0,1.0,4.51735087321388,209.32,0.0
10.239954853273138,1,3,16.0,4,2.0,3,5,4.0,2,0.0,14.0,0.0,2.0,2.0,122.97,0.0
17.0,1,1,13.0,1,3.0,5,4,3.0,9,0.0,15.737864077669904,4.0,7.0,15.0,318.92,0.0
10.0,0,1,10.0,1,2.0,4,3,4.0,6,0.0,13.0,5.0,8.0,3.0,145.88,0.0
13.0,1,1,26.0,3,3.0,4,2,1.0,10,0.0,15.0,1.0,3.0,3.0,164.02,0.0
18.0,0,3,15.0,2,3.0,4,2,3.0,2,0.0,13.0,0.0,4.0,12.0,155.93,0.0
3.0,1,3,12.0,0,3.0,4,2,1.0,5,0.0,15.0,1.0,2.0,1.0,145.86,1.0
9.0,1,3,7.0,4,3.0,4,2,3.0,11,0.0,12.0,4.0,7.0,10.0,172.17,0.0
2.0,1,3,26.0,4,2.0,3,2,2.0,3,0.0,14.0,1.0,1.0,2.0,169.31,0.0
10.0,0,3,18.0,0,4.0,4,0,1.0,2,0.0,15.0,1.0,3.0,4.51735087321388,222.38,0.0
6.0,1,1,17.0,2,1.0,3,0,3.0,2,0.0,17.0,1.0,1.0,9.0,175.1,0.0
23.0,1,1,23.0,2,2.0,4,0,5.0,6,0.0,15.0,1.0,2.960674157303371,11.0,232.69,0.0
11.0,1,1,8.0,1,2.0,4,0,3.0,4,1.0,19.0,0.0,1.0,2.0,177.56,0.0
23.0,0,1,8.0,2,3.0,3,1,5.0,2,0.0,11.0,1.712427097353073,14.0,7.0,279.24,0.0
1.0,0,3,7.0,2,3.0,4,3,4.0,3,1.0,12.0,2.0,3.0,3.0,148.02,1.0
15.0,1,1,10.0,0,2.0,3,4,2.0,2,0.0,15.737864077669904,0.0,11.0,15.0,292.32,0.0
31.0,1,1,12.0,0,3.0,5,0,4.0,4,1.0,14.0,2.0,2.0,4.51735087321388,230.52,0.0
10.239954853273138,1,1,11.0,1,2.0,1,5,3.0,3,1.0,12.0,0.0,1.0,3.0,121.27,0.0
1.0,0,1,10.0,2,3.0,5,3,2.0,2,1.0,12.0,1.0,2.0,1.0,153.53,1.0
0.0,1,3,6.0,2,3.0,5,2,4.0,7,0.0,15.0,0.0,1.0,0.0,167.35,1.0
3.0,1,3,13.0,4,3.0,3,2,5.0,8,0.0,14.0,1.0,1.0,2.0,147.79,0.0
15.0,1,1,14.0,1,2.0,4,2,4.0,3,0.0,15.0,7.0,7.0,7.0,149.41,1.0
10.239954853273138,1,2,28.0,3,2.0,5,3,3.0,2,0.0,11.0,0.0,1.0,0.0,115.55,1.0
4.0,0,3,31.0,2,4.0,2,1,4.0,6,1.0,17.0,2.0,2.960674157303371,1.0,256.94,1.0
4.0,1,3,32.0,4,3.0,5,0,4.0,4,1.0,13.0,1.0,2.0,4.51735087321388,215.94,1.0
0.0,1,1,10.0,2,2.9317314170222324,3,5,1.0,2,1.0,20.0,2.0,2.0,2.0,128.75,0.0
21.0,1,1,10.0,2,3.0,4,0,3.0,8,0.0,14.0,1.0,4.0,4.51735087321388,209.99,0.0
2.0,0,1,8.0,2,3.0,3,5,4.0,1,0.0,13.0,0.0,1.0,2.0,131.8,0.0
10.239954853273138,0,1,9.0,1,2.0,3,3,2.0,2,0.0,11.0,1.0,1.0,0.0,117.06,0.0
10.239954853273138,1,1,8.0,2,3.0,3,5,5.0,2,1.0,12.0,1.0,1.0,0.0,120.74,1.0
13.0,1,3,8.0,4,3.0,3,2,4.0,4,0.0,14.0,1.0,5.0,10.0,156.77,0.0
10.0,1,1,21.0,2,4.0,4,2,2.0,2,1.0,18.0,5.0,5.0,12.0,190.86,0.0
8.0,1,1,12.0,1,3.0,5,2,1.0,3,0.0,15.0,5.0,5.0,14.0,164.86,0.0
8.0,0,3,8.0,4,4.0,4,2,3.066308662152697,9,0.0,13.0,1.0,2.0,1.0,172.68,0.0
1.0,0,3,7.0,1,3.0,5,2,5.0,3,0.0,13.0,1.0,2.0,8.0,167.94,0.0
31.0,0,3,9.0,1,3.0,4,1,4.0,6,0.0,23.0,11.0,15.0,15.0,25.0,0.0
22.0,1,3,17.0,4,3.0,3,2,1.0,4,0.0,12.0,0.0,1.0,4.0,145.07,0.0
21.0,1,3,8.0,4,2.0,2,2,4.0,4,0.0,12.0,2.0,2.0,2.0,181.2,0.0
9.0,1,1,15.0,1,2.0,4,2,4.0,3,1.0,11.0,0.0,1.0,2.0,188.47,0.0
1.0,0,1,33.0,3,3.0,5,3,3.0,3,1.0,15.0,2.0,2.0,4.0,153.14,0.0
10.239954853273138,1,3,28.0,4,2.0,3,3,3.0,2,1.0,19.0,0.0,1.0,0.0,116.75,1.0
11.0,1,3,16.0,2,3.0,3,2,1.0,2,0.0,11.0,0.0,1.0,9.0,153.43,0.0
2.0,1,1,22.0,2,3.0,4,3,3.0,3,0.0,17.0,1.0,3.0,3.0,147.07,0.0
10.0,1,1,15.0,0,3.0,4,0,3.0,3,0.0,14.0,8.0,13.0,4.51735087321388,225.96,0.0
27.0,1,1,8.0,0,2.0,3,0,3.0,10,0.0,12.0,0.0,2.960674157303371,3.0,235.49,0.0
9.0,0,3,17.0,0,3.0,3,0,1.0,1,0.0,14.0,0.0,2.0,8.0,197.38,0.0
14.0,0,1,7.0,2,4.0,5,1,4.0,3,0.0,23.0,6.0,2.960674157303371,12.0,260.03,0.0
11.0,1,3,9.0,2,3.0,3,0,3.0,1,0.0,12.0,1.0,5.0,13.0,206.08999999999995,0.0
3.0,1,1,7.0,2,4.0,4,3,2.0,3,0.0,16.0,1.0,2.0,3.0,162.6,0.0
1.0,1,3,11.0,1,3.0,6,0,1.0,3,0.0,12.0,7.0,10.0,4.51735087321388,229.0,1.0
8.0,1,1,33.0,2,2.0,3,2,3.0,3,0.0,16.0,1.0,1.0,7.0,168.83,0.0
3.0,1,1,20.0,3,3.0,5,2,4.0,6,1.0,14.0,1.0,2.0,4.0,165.25,0.0
21.0,0,1,23.0,1,4.0,2,2,3.0,3,1.0,20.0,2.0,3.0,8.0,175.67,0.0
6.0,0,3,15.0,4,3.0,4,0,1.0,3,0.0,15.0,3.0,4.0,4.51735087321388,214.98,0.0
24.0,1,2,11.0,2,2.0,3,1,4.0,2,1.0,11.0,0.0,2.960674157303371,10.0,240.26,0.0
15.0,1,3,11.0,2,3.0,3,0,4.0,10,1.0,19.0,7.0,7.0,7.0,184.46,1.0
21.0,1,3,21.0,4,3.0,4,2,5.0,4,0.0,13.0,2.0,2.0,8.0,174.6,0.0
10.0,0,3,7.0,1,3.0,4,2,2.0,6,0.0,16.0,2.0,2.0,1.0,191.53,0.0
1.0,1,3,9.0,4,3.0,4,3,5.0,2,0.0,12.0,2.0,2.0,3.0,155.41,1.0
25.0,1,1,12.0,0,3.0,3,2,5.0,4,1.0,12.0,2.0,6.0,9.0,155.77,0.0
11.0,1,1,26.0,2,4.0,4,3,4.0,6,0.0,22.0,1.0,2.0,1.0,155.22,0.0
0.0,0,3,14.0,4,2.0,3,2,1.0,1,0.0,19.0,1.0,1.0,1.0,143.42,0.0
6.0,1,3,7.0,4,3.0,4,0,1.0,3,0.0,20.0,4.0,6.0,4.51735087321388,229.22,0.0
1.0,1,3,12.0,1,3.0,4,3,5.0,3,1.0,12.0,2.0,2.0,3.0,148.8,0.0
1.0,0,3,26.0,4,4.0,2,2,1.0,10,1.0,14.0,1.0,2.0,5.0,178.04,1.0
8.0,1,1,16.0,1,3.0,5,0,4.0,3,0.0,15.0,5.0,8.0,4.51735087321388,211.21,0.0
12.0,1,2,8.0,2,2.0,4,2,1.0,9,0.0,11.0,1.0,1.0,4.0,152.04,0.0
22.0,0,1,14.0,2,3.0,4,2,4.0,2,0.0,23.0,0.0,1.0,7.0,151.3,0.0
3.0,0,1,7.0,0,3.0,4,2,3.0,3,0.0,14.0,1.0,1.0,10.0,168.19,0.0
7.0,1,1,15.0,2,4.0,4,2,3.0,4,1.0,18.0,2.0,2.0,1.0,188.88,0.0
4.0,1,1,8.0,1,4.0,4,3,4.0,2,1.0,22.0,4.0,6.0,8.0,160.79,0.0
10.239954853273138,0,1,6.0,1,2.0,4,5,3.0,2,0.0,12.0,0.0,1.0,0.0,120.08,0.0
10.239954853273138,0,1,24.0,1,3.0,3,5,2.0,2,0.0,13.0,1.0,1.0,7.0,121.53,0.0
17.0,0,1,28.0,1,4.0,4,3,1.0,9,0.0,21.0,2.0,2.0,3.0,147.58,0.0
15.0,0,1,15.68136813681368,1,2.0,3,5,2.0,6,1.0,14.0,0.0,2.0,2.0,125.15,0.0
0.0,0,1,16.0,2,3.0,4,1,5.0,5,0.0,13.0,1.712427097353073,7.0,7.0,271.81,0.0
3.0,1,1,16.0,1,3.0,3,0,3.0,10,0.0,14.0,0.0,1.0,2.0,196.67,0.0
10.239954853273138,1,1,6.0,2,3.0,5,5,4.0,8,1.0,13.0,1.0,3.0,7.0,122.16,1.0
4.0,1,1,16.0,1,3.0,5,3,3.0,3,0.0,14.0,1.0,2.0,9.0,147.06,0.0
14.0,1,3,14.0,4,2.0,3,2,4.0,6,0.0,21.0,0.0,1.0,4.0,143.93,0.0
0.0,1,1,6.0,2,3.0,3,2,3.066308662152697,1,0.0,12.0,1.0,1.0,2.0,148.98,0.0
0.0,1,1,21.0,1,2.0,3,0,3.0,8,1.0,12.0,3.0,2.960674157303371,7.0,236.1,1.0
0.0,0,1,9.0,2,2.9317314170222324,4,5,1.0,1,1.0,11.0,0.0,1.0,0.0,128.53,1.0
30.0,1,1,12.0,2,3.0,3,3,4.0,3,1.0,17.0,1.0,3.0,3.0,148.28,0.0
11.0,1,1,12.0,3,2.0,4,3,3.0,2,0.0,11.0,0.0,1.0,4.0,137.02,0.0
3.0,1,1,30.0,2,3.0,2,3,3.0,3,0.0,25.0,2.0,2.0,8.0,152.0,0.0
5.0,1,1,35.0,2,2.9317314170222324,4,5,4.0,2,0.0,13.0,0.0,4.0,1.0,128.37,0.0
24.0,1,1,11.0,2,3.0,5,2,1.0,3,0.0,17.0,1.0,2.0,9.0,183.1,0.0
0.0,1,1,35.0,1,3.0,3,3,5.0,2,0.0,13.0,1.0,1.0,2.0,139.07,0.0
13.0,1,1,8.0,2,3.0,3,2,1.0,2,0.0,13.0,3.0,8.0,8.0,146.61,0.0
1.0,1,1,9.0,2,3.0,6,2,1.0,4,0.0,21.0,2.0,2.0,3.0,185.91,0.0
4.0,0,1,9.0,1,3.0,4,3,2.0,2,0.0,15.0,6.0,7.0,8.0,150.64,0.0
14.0,1,3,21.0,2,3.0,4,2,5.0,3,0.0,16.0,1.0,2.0,3.0,171.39,0.0
2.0,0,3,8.0,2,3.0,5,2,1.0,3,1.0,13.0,2.0,2.0,8.0,193.34,0.0
1.0,0,3,9.0,2,3.0,6,2,1.0,5,0.0,21.0,1.0,2.0,1.0,175.71,0.0
10.0,1,1,13.0,2,3.0,4,3,2.0,2,0.0,12.0,5.0,11.0,12.0,157.1,0.0
1.0,1,2,20.0,3,3.0,5,3,5.0,6,1.0,16.0,3.0,3.0,1.0,148.35,1.0
0.0,0,1,35.0,1,3.0,4,5,4.0,1,0.0,11.0,0.0,1.0,4.0,134.79,1.0
5.0,1,1,30.0,1,4.0,5,2,2.0,2,0.0,22.0,2.0,8.0,9.0,180.82,0.0
30.0,1,1,24.0,1,3.0,3,0,2.0,7,0.0,12.0,1.0,5.0,4.0,205.12,0.0
10.239954853273138,1,1,9.0,1,2.0,4,5,1.0,1,0.0,13.0,1.0,1.0,1.0,120.45,0.0
22.0,1,1,22.0,3,4.0,4,3,5.0,10,0.0,13.0,7.0,8.0,7.0,148.67,0.0
20.0,1,3,9.0,4,2.0,4,1,5.0,2,0.0,11.0,1.712427097353073,1.0,16.0,268.56,0.0
16.0,0,1,33.0,1,3.0,4,0,5.0,5,1.0,18.0,1.0,2.960674157303371,1.0,256.91,0.0
26.0,1,1,11.0,2,2.0,4,1,2.0,4,0.0,14.0,1.712427097353073,2.0,5.0,290.55,0.0
4.0,1,1,7.0,2,3.0,6,3,3.0,5,0.0,22.0,2.0,2.0,3.0,163.33,0.0
2.0,1,1,14.0,3,2.0,5,2,5.0,4,0.0,13.0,0.0,1.0,7.0,197.15,0.0
10.239954853273138,1,1,10.0,0,3.0,4,5,5.0,2,0.0,13.0,0.0,1.0,0.0,121.09,0.0
15.0,1,1,12.0,1,3.0,2,3,3.0,4,1.0,13.0,1.0,2.0,4.0,146.27,0.0
13.0,1,1,8.0,1,2.0,1,2,3.0,6,0.0,20.0,6.0,11.0,8.0,163.77,0.0
6.0,0,3,15.0,4,3.0,4,0,1.0,3,0.0,15.0,3.0,4.0,4.51735087321388,214.98,0.0
1.0,1,3,9.0,0,4.0,4,3,5.0,5,0.0,14.0,2.0,2.0,1.0,148.22,0.0
13.0,0,1,17.0,0,3.0,3,2,3.0,2,0.0,11.0,7.0,9.0,4.0,163.23,0.0
11.0,0,1,16.0,1,3.0,4,3,1.0,3,1.0,13.0,1.0,2.0,3.0,148.26,0.0
8.0,0,3,6.0,4,3.0,3,0,3.0,2,0.0,14.0,1.0,1.0,8.0,187.89,0.0
16.0,0,1,15.0,1,3.0,3,2,3.0,4,1.0,13.0,2.0,4.0,7.0,156.79,0.0
1.0,1,1,9.0,2,3.0,4,3,5.0,9,0.0,21.0,2.0,2.0,8.0,152.07,1.0
0.0,0,1,15.68136813681368,2,2.0,3,5,1.0,1,1.0,14.0,1.0,1.0,2.0,123.79,0.0
4.0,1,1,29.0,1,3.0,4,2,1.0,1,0.0,21.0,0.0,7.0,8.0,155.82,0.0
15.0,1,1,15.68136813681368,1,2.0,4,5,5.0,1,1.0,11.0,4.0,7.0,8.0,125.93,0.0
8.0,0,1,26.0,1,3.0,4,2,4.0,6,0.0,14.0,4.0,6.0,11.0,169.44,0.0
1.0,1,1,10.0,1,4.0,4,5,3.066308662152697,7,0.0,14.0,2.0,2.0,3.0,177.3613898678414,1.0
26.0,0,1,32.0,1,3.0,5,1,1.0,5,0.0,23.0,1.712427097353073,2.0,1.0,263.26,0.0
6.0,1,1,34.0,2,3.0,3,2,3.0,2,1.0,12.0,4.0,5.0,7.0,152.07,0.0
0.0,1,1,10.0,2,2.9317314170222324,3,5,3.066308662152697,2,1.0,20.0,0.0,2.0,2.0,128.75,0.0
31.0,1,3,14.0,4,3.0,2,2,2.0,2,1.0,19.0,1.0,2.0,10.0,177.2,0.0
28.0,1,1,8.0,1,3.0,4,1,1.0,8,0.0,15.737864077669904,7.0,13.0,8.0,298.28,0.0
1.0,0,1,31.0,2,4.0,5,3,1.0,3,1.0,25.0,2.0,2.0,1.0,149.39,1.0
20.0,1,1,8.0,3,2.0,3,1,1.0,2,1.0,11.0,1.712427097353073,3.0,0.0,267.52,0.0
19.0,1,1,14.0,1,3.0,4,3,3.0,6,1.0,20.0,1.0,2.0,3.0,169.77,0.0
5.0,1,1,18.0,2,3.0,4,3,2.0,5,1.0,20.0,2.0,2.0,3.0,148.56,0.0
8.0,1,3,8.0,1,2.0,4,5,3.066308662152697,2,0.0,13.0,0.0,1.0,2.0,120.44,1.0
10.0,1,1,9.0,3,4.0,4,2,4.0,6,1.0,23.0,1.0,2.0,1.0,194.62,0.0
3.0,1,1,7.0,2,3.0,4,2,5.0,2,0.0,13.0,2.0,2.0,3.0,178.73,0.0
1.0,1,2,29.0,3,3.0,6,3,3.0,3,0.0,12.0,1.0,2.0,1.0,140.55,1.0
1.0,0,3,16.0,1,3.0,4,3,1.0,3,0.0,25.0,3.0,3.0,3.0,151.1,0.0
6.0,1,1,20.0,1,2.9317314170222324,3,5,4.0,2,0.0,13.0,1.0,1.0,6.0,127.56,0.0
3.0,1,1,8.0,2,2.0,5,2,1.0,3,0.0,20.0,1.0,1.0,2.0,160.91,0.0
29.0,0,1,6.0,2,2.0,3,2,3.0,2,0.0,21.0,0.0,1.0,9.0,163.06,0.0
5.0,1,3,13.0,4,3.0,3,2,1.0,5,0.0,12.0,0.0,1.0,3.0,192.04,0.0
4.0,1,1,15.68136813681368,2,2.0,4,5,4.0,1,1.0,16.0,1.0,2.0,2.0,126.57,0.0
9.0,0,1,11.0,3,3.0,5,3,3.066308662152697,3,0.0,14.0,2.0,3.0,3.0,148.76,0.0
8.0,0,1,9.0,2,4.0,4,2,3.0,4,0.0,12.0,2.0,2.0,3.0,165.33,0.0
1.0,0,1,31.0,0,4.0,5,0,5.0,3,0.0,13.0,2.0,2.0,4.51735087321388,212.22,1.0
12.0,0,1,17.0,1,4.0,4,3,3.0,2,0.0,18.0,1.0,2.0,3.0,151.84,0.0
12.0,0,2,32.0,3,1.0,1,1,1.0,3,1.0,12.0,1.712427097353073,4.0,4.0,273.28,0.0
6.0,1,1,21.0,1,3.0,3,2,1.0,1,1.0,13.0,6.0,8.0,1.0,148.78,0.0
12.0,0,3,14.0,1,4.0,4,3,3.066308662152697,4,1.0,12.0,2.0,8.0,8.0,151.55,1.0
6.0,1,1,17.0,1,4.0,4,0,1.0,4,0.0,26.0,1.0,2.960674157303371,1.0,237.44,0.0
7.0,1,1,6.0,2,2.0,4,3,1.0,2,1.0,13.0,1.0,1.0,3.0,136.22,0.0
1.0,1,3,31.0,1,3.0,5,2,4.0,2,1.0,24.0,3.0,11.0,11.0,170.99,1.0
0.0,1,1,10.0,2,2.0,1,2,4.0,2,1.0,20.0,0.0,1.0,3.0,161.42,0.0
0.0,1,1,15.68136813681368,1,2.0,4,5,1.0,2,1.0,13.0,0.0,1.0,1.0,123.89,1.0
14.0,1,3,29.0,2,3.0,3,0,3.0,4,1.0,16.0,0.0,1.0,2.0,170.82,0.0
10.0,0,3,33.0,2,3.0,1,2,3.0,5,1.0,12.0,1.0,1.0,3.0,163.97,1.0
15.0,1,1,35.0,1,2.0,5,2,2.0,5,0.0,19.0,1.0,1.0,0.0,142.72,0.0
15.0,0,1,27.0,1,2.0,3,2,3.0,3,0.0,16.0,0.0,1.0,2.0,152.65,0.0
1.0,1,1,31.0,0,4.0,6,3,1.0,3,1.0,19.0,1.0,2.0,1.0,148.4,1.0
5.0,0,1,7.0,1,3.0,6,2,3.0,2,0.0,13.0,1.0,2.0,5.0,168.45,0.0
0.0,1,2,24.0,3,2.9317314170222324,1,5,5.0,1,0.0,17.0,1.0,1.0,0.0,129.56,1.0
1.0,1,1,8.0,2,4.0,4,3,3.0,2,0.0,13.0,2.0,2.0,3.0,158.75,0.0
11.0,1,1,17.0,2,3.0,4,2,4.0,4,1.0,13.0,1.0,2.0,2.0,166.97,0.0
3.0,1,1,11.0,0,4.0,5,3,5.0,3,0.0,14.0,1.0,2.0,1.0,146.09,0.0
7.0,1,3,9.0,3,2.0,5,2,3.066308662152697,4,0.0,18.0,2.0,3.0,12.0,147.59,0.0
23.0,1,1,7.0,0,3.0,5,1,3.0,9,1.0,13.0,1.712427097353073,2.0,8.0,264.64,0.0
15.0,0,1,35.0,2,3.0,3,2,3.0,3,0.0,11.0,1.0,1.0,2.0,145.56,0.0
4.0,0,1,9.0,1,2.9317314170222324,3,5,3.066308662152697,2,1.0,13.0,0.0,2.0,3.0,130.65,0.0
0.0,0,1,6.0,2,3.0,5,3,2.0,4,0.0,14.0,2.0,2.0,0.0,143.64,0.0
18.0,1,1,6.0,0,3.0,3,0,4.0,2,0.0,12.0,6.0,7.0,7.0,174.41,0.0
4.0,1,1,15.68136813681368,1,2.0,3,5,4.0,2,0.0,17.0,1.0,1.0,0.0,125.01,0.0
15.0,1,1,14.0,2,2.0,3,3,3.0,5,0.0,13.0,1.0,5.0,0.0,139.68,0.0
15.0,1,1,7.0,1,3.0,4,3,4.0,3,0.0,18.0,2.0,2.0,1.0,150.01,0.0
22.0,1,1,7.0,2,4.0,5,4,2.0,8,0.0,15.737864077669904,2.0,2.0,1.0,307.65,0.0
19.0,1,1,35.0,0,4.0,4,3,1.0,6,0.0,21.0,2.0,2.0,4.0,146.32,0.0
0.0,1,3,15.0,4,4.0,3,2,1.0,2,0.0,14.0,0.0,1.0,7.0,141.05,0.0
1.0,1,1,10.0,2,3.0,4,3,1.0,3,0.0,22.0,2.0,2.0,1.0,145.61,0.0
10.239954853273138,1,3,6.0,1,3.0,4,5,4.0,1,0.0,14.0,0.0,2.0,2.0,122.69,0.0
28.0,0,1,14.0,1,2.0,4,1,4.0,2,1.0,15.0,3.0,2.960674157303371,0.0,235.77,0.0
11.0,1,1,18.0,1,4.0,4,3,3.0,6,0.0,19.0,2.0,2.0,3.0,161.29,0.0
1.0,1,3,11.0,0,3.0,4,0,3.066308662152697,2,1.0,23.0,4.0,5.0,4.51735087321388,220.82,1.0
6.0,0,3,8.0,4,3.0,3,2,3.066308662152697,9,0.0,15.0,1.0,1.0,7.0,151.47,0.0
13.0,1,1,20.0,1,4.0,5,1,4.0,8,1.0,15.737864077669904,11.0,16.0,3.0,296.23,0.0
3.0,1,1,23.0,1,3.0,3,0,5.0,2,1.0,23.0,0.0,1.0,4.51735087321388,219.16000000000005,0.0
9.0,0,1,30.0,2,2.0,3,2,4.0,8,0.0,15.0,0.0,1.0,8.0,156.74,0.0
